일자,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,식사가능인원,중식결식,석식결식,중식강수여부,중식기온,중식강수량,석식강수여부,석식기온,석식강수량,확진자수,휴일전날,휴일다음날,월_1,월_2,월_3,월_4,월_5,월_6,월_7,월_8,월_9,월_10,월_11,월_12,요일_금,요일_목,요일_수,요일_월,요일_화,국분류_국,국분류_국수,국분류_스프,국분류_죽,국분류_찌개,국분류_탕,메뉴분류_기타,메뉴분류_육류,메뉴분류_조류,메뉴분류_해산물
2018-07-06,2704,194,289,36,0.0,661.0,389.0,2221.0,1560.0,1832.0,1.0,21.4,0.7,0.0,21.6,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-09,2704,139,228,300,0.0,1097.0,519.0,2337.0,1240.0,1818.0,1.0,19.6,0.2,1.0,20.0,0.2,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-10,2704,96,251,292,0.0,838.0,524.0,2357.0,1519.0,1833.0,0.0,25.7,0.0,0.0,28.2,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-07-11,2704,95,255,1,0.0,894.0,435.0,2354.0,1460.0,1919.0,0.0,30.4,0.0,0.0,29.4,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-07-12,2704,102,270,244,0.0,764.0,487.0,2332.0,1568.0,1845.0,0.0,29.9,0.0,0.0,29.4,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-07-13,2704,200,302,29,0.0,585.0,394.0,2202.0,1617.0,1808.0,0.0,31.5,0.0,0.0,30.7,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-07-16,2704,150,199,318,0.0,1061.0,529.0,2355.0,1294.0,1826.0,0.0,32.5,0.0,0.0,31.6,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-07-17,2704,111,256,307,0.0,1116.0,451.0,2337.0,1221.0,1886.0,0.0,32.0,0.0,0.0,30.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-07-18,2704,108,254,0,0.0,839.0,407.0,2342.0,1503.0,1935.0,0.0,32.6,0.0,0.0,31.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-19,2704,113,285,265,0.0,748.0,554.0,2306.0,1558.0,1752.0,0.0,33.4,0.0,0.0,32.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-07-20,2704,273,291,49,0.0,489.0,394.0,2140.0,1651.0,1746.0,0.0,33.3,0.0,0.0,33.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-07-23,2704,224,223,341,0.0,991.0,515.0,2257.0,1266.0,1742.0,0.0,32.4,0.0,0.0,31.1,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-07-24,2704,201,232,392,0.0,886.0,526.0,2271.0,1385.0,1745.0,0.0,32.7,0.0,0.0,31.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-07-26,2704,272,265,299,0.0,714.0,484.0,2167.0,1453.0,1683.0,0.0,34.5,0.0,0.0,34.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-07-27,2704,403,271,59,0.0,589.0,388.0,2030.0,1441.0,1642.0,0.0,35.3,0.0,0.0,32.6,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-07-30,2704,487,193,401,0.0,944.0,436.0,2024.0,1080.0,1588.0,0.0,32.8,0.0,0.0,27.3,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-07-31,2704,433,228,287,0.0,789.0,494.0,2043.0,1254.0,1549.0,0.0,32.4,0.0,0.0,32.9,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-08-01,2996,489,209,0,0.0,820.0,395.0,2298.0,1478.0,1903.0,0.0,33.8,0.0,0.0,33.2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-02,2996,548,229,209,0.0,631.0,425.0,2219.0,1588.0,1794.0,0.0,34.6,0.0,0.0,32.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-08-03,2996,665,242,34,0.0,540.0,367.0,2089.0,1549.0,1722.0,0.0,33.3,0.0,0.0,31.3,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-08-06,2996,504,158,333,0.0,1092.0,522.0,2334.0,1242.0,1812.0,0.0,35.1,0.0,0.0,32.7,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2018-08-07,2996,469,206,366,0.0,773.0,534.0,2321.0,1548.0,1787.0,0.0,30.1,0.0,0.0,29.9,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-08,2996,470,235,0,0.0,896.0,421.0,2291.0,1395.0,1870.0,0.0,32.6,0.0,0.0,27.1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-08-09,2996,491,227,271,0.0,821.0,509.0,2278.0,1457.0,1769.0,0.0,31.0,0.0,0.0,32.1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-08-10,2996,562,254,30,0.0,548.0,467.0,2180.0,1632.0,1713.0,0.0,31.7,0.0,1.0,26.6,0.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-08-13,2996,575,184,297,0.0,930.0,465.0,2237.0,1307.0,1772.0,0.0,33.3,0.0,0.0,32.2,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-08-14,2996,551,217,153,0.0,772.0,393.0,2228.0,1456.0,1835.0,0.0,34.3,0.0,0.0,34.2,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-08-16,2996,481,228,228,0.0,789.0,488.0,2287.0,1498.0,1799.0,0.0,29.9,0.0,0.0,26.8,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-17,2996,530,245,30,0.0,646.0,482.0,2221.0,1575.0,1739.0,0.0,27.1,0.0,0.0,26.7,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-08-20,2996,204,206,475,0.0,1199.0,563.0,2586.0,1387.0,2023.0,0.0,29.7,0.0,0.0,27.7,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-08-21,2996,168,237,355,0.0,972.0,629.0,2591.0,1619.0,1962.0,0.0,31.8,0.0,0.0,31.7,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-08-22,2996,147,238,0,0.0,1000.0,536.0,2611.0,1611.0,2075.0,0.0,33.8,0.0,0.0,30.4,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-08-23,2996,132,263,289,0.0,835.0,577.0,2601.0,1766.0,2024.0,1.0,27.1,1.3,1.0,26.0,1.6,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-24,2996,219,284,46,0.0,678.0,529.0,2493.0,1815.0,1964.0,0.0,29.2,0.0,0.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-08-27,2996,138,226,492,0.0,1221.0,560.0,2632.0,1411.0,2072.0,1.0,25.4,6.4,1.0,23.1,2.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-08-28,2996,104,243,376,0.0,873.0,593.0,2649.0,1776.0,2056.0,0.0,30.5,0.0,0.0,28.5,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-08-30,2996,106,264,304,0.0,849.0,556.0,2626.0,1777.0,2070.0,0.0,29.4,0.0,1.0,27.5,0.1,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-08-31,2996,216,289,70,0.0,817.0,424.0,2491.0,1674.0,2067.0,1.0,23.8,2.0,0.0,25.1,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-09-03,2763,122,233,393,0.0,1213.0,577.0,2408.0,1195.0,1831.0,1.0,22.4,28.1,1.0,25.2,0.1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-09-04,2763,91,262,404,0.0,938.0,604.0,2410.0,1472.0,1806.0,0.0,26.7,0.0,0.0,28.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-09-05,2763,93,269,0,0.0,829.0,425.0,2401.0,1572.0,1976.0,0.0,28.3,0.0,0.0,26.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-06,2763,106,283,280,0.0,830.0,538.0,2374.0,1544.0,1836.0,0.0,24.8,0.0,0.0,23.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-09-07,2763,164,303,56,0.0,581.0,467.0,2296.0,1715.0,1829.0,0.0,21.9,0.0,0.0,22.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-09-10,2763,99,243,343,0.0,1144.0,535.0,2421.0,1277.0,1886.0,0.0,24.7,0.0,0.0,22.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-09-11,2763,67,272,370,0.0,960.0,570.0,2424.0,1464.0,1854.0,0.0,23.2,0.0,0.0,23.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-09-12,2763,73,300,0,0.0,805.0,435.0,2390.0,1585.0,1955.0,0.0,26.4,0.0,0.0,24.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-09-13,2763,67,306,297,0.0,882.0,571.0,2390.0,1508.0,1819.0,1.0,20.5,3.1,1.0,21.6,0.2,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-09-14,2763,174,313,132,0.0,405.0,375.0,2276.0,1871.0,1901.0,1.0,21.6,0.5,0.0,22.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-09-17,2763,91,252,465,0.0,1189.0,522.0,2420.0,1231.0,1898.0,0.0,25.3,0.0,0.0,25.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-18,2763,67,289,446,0.0,946.0,597.0,2407.0,1461.0,1810.0,0.0,25.9,0.0,0.0,25.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-09-20,2763,93,277,385,0.0,817.0,468.0,2393.0,1576.0,1925.0,0.0,21.4,0.0,1.0,20.3,0.5,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-09-21,2763,260,241,51,0.0,929.0,247.0,2262.0,1333.0,2015.0,1.0,19.3,3.6,0.0,20.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-10-08,2805,424,233,216,0.0,895.0,442.0,2148.0,1253.0,1706.0,0.0,21.4,0.0,0.0,16.9,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2018-10-10,2805,80,232,1044,0.0,1319.0,751.0,2493.0,1174.0,1742.0,0.0,18.7,0.0,0.0,15.3,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-11,2805,67,240,430,0.0,1211.0,743.0,2498.0,1287.0,1755.0,0.0,16.1,0.0,0.0,14.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-10-12,2805,192,288,28,0.0,622.0,467.0,2325.0,1703.0,1858.0,0.0,15.9,0.0,0.0,12.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-10-15,2805,101,243,268,0.0,1235.0,533.0,2461.0,1226.0,1928.0,0.0,19.8,0.0,0.0,16.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-10-16,2805,63,273,315,0.0,928.0,570.0,2469.0,1541.0,1899.0,0.0,16.3,0.0,0.0,13.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-10-17,2805,68,294,0,0.0,761.0,422.0,2443.0,1682.0,2021.0,0.0,18.9,0.0,0.0,15.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-10-18,2805,74,299,175,0.0,857.0,532.0,2432.0,1575.0,1900.0,0.0,17.5,0.0,0.0,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-10-19,2805,207,303,40,0.0,627.0,430.0,2295.0,1668.0,1865.0,0.0,18.0,0.0,0.0,13.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-10-22,2805,141,236,290,0.0,1176.0,498.0,2428.0,1252.0,1930.0,0.0,17.8,0.0,0.0,15.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-23,2805,73,277,243,0.0,902.0,446.0,2455.0,1553.0,2009.0,0.0,17.8,0.0,0.0,15.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-10-24,2805,82,299,1,0.0,777.0,464.0,2424.0,1647.0,1960.0,0.0,17.7,0.0,0.0,13.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-10-25,2805,110,315,158,0.0,722.0,469.0,2380.0,1658.0,1911.0,0.0,17.9,0.0,0.0,13.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-10-26,2805,263,308,25,0.0,528.0,370.0,2234.0,1706.0,1864.0,0.0,15.3,0.0,0.0,14.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-10-29,2805,155,250,316,0.0,1156.0,596.0,2400.0,1244.0,1804.0,1.0,14.4,0.1,0.0,15.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-10-30,2805,89,300,206,0.0,932.0,449.0,2416.0,1484.0,1967.0,0.0,13.9,0.0,0.0,10.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-11-01,2815,89,299,172,0.0,703.0,483.0,2427.0,1724.0,1944.0,0.0,13.8,0.0,0.0,10.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-02,2815,211,299,43,0.0,539.0,434.0,2305.0,1766.0,1871.0,0.0,15.3,0.0,0.0,10.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-11-05,2815,104,248,391,0.0,1088.0,542.0,2463.0,1375.0,1921.0,0.0,16.8,0.0,0.0,12.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11-06,2815,69,269,393,0.0,813.0,540.0,2477.0,1664.0,1937.0,0.0,17.6,0.0,0.0,13.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11-07,2815,68,299,0,0.0,860.0,379.0,2448.0,1588.0,2069.0,0.0,15.4,0.0,1.0,14.6,0.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-11-08,2815,72,285,305,0.0,926.0,443.0,2458.0,1532.0,2015.0,1.0,13.7,3.5,1.0,16.1,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2018-11-09,2815,185,302,38,0.0,496.0,454.0,2328.0,1832.0,1874.0,0.0,15.8,0.0,0.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-11-12,2815,123,228,401,0.0,1154.0,574.0,2464.0,1310.0,1890.0,0.0,15.0,0.0,0.0,10.9,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-11-13,2815,91,280,328,0.0,783.0,468.0,2444.0,1661.0,1976.0,0.0,14.9,0.0,0.0,12.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2018-11-14,2815,89,263,0,0.0,800.0,391.0,2463.0,1663.0,2072.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11-15,2815,147,282,291,0.0,747.0,540.0,2386.0,1639.0,1846.0,0.0,15.1,0.0,0.0,11.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-11-16,2815,251,295,59,0.0,616.0,435.0,2269.0,1653.0,1834.0,0.0,11.1,0.0,0.0,11.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11-19,2815,118,230,416,0.0,1124.0,442.0,2467.0,1343.0,2025.0,0.0,14.4,0.0,0.0,10.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-11-20,2815,70,278,344,0.0,740.0,485.0,2467.0,1727.0,1982.0,0.0,12.6,0.0,0.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-11-21,2815,81,290,0,0.0,832.0,411.0,2444.0,1612.0,2033.0,0.0,8.3,0.0,0.0,8.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11-22,2815,80,287,325,0.0,718.0,436.0,2448.0,1730.0,2012.0,0.0,9.3,0.0,0.0,6.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-11-23,2815,222,305,57,0.0,527.0,363.0,2288.0,1761.0,1925.0,0.0,8.6,0.0,0.0,5.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-11-26,2815,107,215,447,0.0,1077.0,476.0,2493.0,1416.0,2017.0,0.0,11.4,0.0,0.0,8.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2018-11-27,2815,60,264,418,0.0,839.0,529.0,2491.0,1652.0,1962.0,0.0,12.7,0.0,0.0,9.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11-29,2815,86,293,354,0.0,794.0,454.0,2436.0,1642.0,1982.0,0.0,10.7,0.0,0.0,8.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2018-11-30,2815,196,314,60,0.0,543.0,362.0,2305.0,1762.0,1943.0,0.0,12.0,0.0,0.0,8.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-03,2846,80,187,798,0.0,1248.0,544.0,2579.0,1331.0,2035.0,1.0,13.1,0.5,0.0,14.3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2018-12-04,2846,64,246,802,0.0,911.0,617.0,2536.0,1625.0,1919.0,1.0,15.9,0.5,0.0,13.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
